ID,환경-연령대,환경-성별,환경-날짜,환경-위치,환경-초미세먼지(PM2.5),환경-미세먼지(PM10),환경-오존(O₃),환경-이산화질소(NO₂),환경-일산화탄소(CO),환경-아황산가스(SO₂),환경-온도,환경-습도
4130,30대,남성,2021-06-20,부산시 중구,20.2㎍/㎥,33.3㎍/㎥,0.0396ppm,0.0033ppm,0.47ppm,0.0011ppm,22.1°C,74%
4131,80대 이상,여성,2021-09-13,서울시 서대문구,6.2㎍/㎥,14.4㎍/㎥,0.0294ppm,0.0061ppm,0.3ppm,0.0006ppm,24.2°C,71%
4132,20대,여성,2019-04-09,서울시 송파구,21.5㎍/㎥,40.5㎍/㎥,0.0322ppm,0.0386ppm,0.23ppm,0.0025ppm,10.6°C,57%
4132,20대,여성,2022-06-25,부산시 해운대구,11.4㎍/㎥,20.9㎍/㎥,0.0388ppm,0.0207ppm,0.28ppm,0.0023ppm,23.5°C,75%
4133,30대,남성,2020-11-12,대구시 유성구,23.2㎍/㎥,43.4㎍/㎥,0.0129ppm,0.032ppm,0.65ppm,0.002ppm,7.4°C,64%
4134,20대,여성,2021-02-21,대구시 대덕구,30.8㎍/㎥,47.1㎍/㎥,0.0194ppm,0.0303ppm,0.67ppm,0.0032ppm,4.4°C,56%
4135,30대,여성,2020-11-30,서울시 은평구,23.9㎍/㎥,42㎍/㎥,0.0109ppm,0.0384ppm,0.51ppm,0.0046ppm,7.7°C,60%
4136,70대,여성,2021-09-11,서울시 강남구,6.7㎍/㎥,15.2㎍/㎥,0.0286ppm,0.0023ppm,0.4ppm,0.0024ppm,23.8°C,72%
4138,50대,여성,2019-12-27,울산시 동구,27㎍/㎥,41.7㎍/㎥,0.0099ppm,0.035ppm,0.56ppm,0.0046ppm,0.6°C,69%
4138,50대,여성,2020-04-21,부산시 동래구,20.1㎍/㎥,43.6㎍/㎥,0.0349ppm,0.0242ppm,0.54ppm,0.0029ppm,10.5°C,53%
4140,50대,여성,2020-08-20,대구시 북구,16㎍/㎥,22.8㎍/㎥,0.0139ppm,0.0165ppm,0.26ppm,0.001ppm,28.6°C,82%
4141,60대,남성,2019-11-06,서울시 구로구,18.3㎍/㎥,40.7㎍/㎥,0.0098ppm,0.0422ppm,0.55ppm,0.0043ppm,5.8°C,55%
4142,50대,남성,2020-06-09,인천시 서구,19.9㎍/㎥,34.3㎍/㎥,0.0392ppm,0.0329ppm,0.54ppm,0.0017ppm,21.6°C,67%
4143,60대,남성,2020-09-28,부산시 강서구,10.2㎍/㎥,19㎍/㎥,0.0284ppm,0.0134ppm,0.16ppm,0.0026ppm,21.5°C,71%
4145,50대,여성,2018-12-06,대구시 동구,29.4㎍/㎥,51.7㎍/㎥,0.0112ppm,0.0475ppm,0.79ppm,0.0066ppm,7.4°C,53%
4145,50대,여성,2023-02-19,인천시 미추홀구,25.4㎍/㎥,38.6㎍/㎥,0.0255ppm,0.0165ppm,0.43ppm,0.0028ppm,3.3°C,61%
4146,20대,남성,2022-07-24,울산시 중구,17.9㎍/㎥,26.1㎍/㎥,0.0363ppm,0.0067ppm,0.4ppm,0.0039ppm,28.6°C,78%
4147,50대,여성,2020-06-21,서울시 영등포구,21㎍/㎥,34.9㎍/㎥,0.0401ppm,0.0056ppm,0.5ppm,0.0033ppm,24.8°C,68%
4149,50대,남성,2021-01-25,서울시 중구,20.4㎍/㎥,37.7㎍/㎥,0.0157ppm,0.0317ppm,0.76ppm,0.0008ppm,-1°C,57%
4150,20대,여성,2020-06-06,서울시 구로구,23.2㎍/㎥,35.5㎍/㎥,0.0456ppm,0.0045ppm,0.37ppm,0.0026ppm,23.8°C,64%
4151,30대,남성,2021-05-30,울산시 울주군,17.4㎍/㎥,61.1㎍/㎥,0.0374ppm,0.0108ppm,0.31ppm,0.0042ppm,17.3°C,69%
4154,60대,여성,2019-02-13,부산시 북구,35.8㎍/㎥,57.4㎍/㎥,0.0161ppm,0.0321ppm,0.77ppm,0.0052ppm,1°C,50%
4154,60대,여성,2020-08-07,인천시 동구,14.8㎍/㎥,23.7㎍/㎥,0.0233ppm,0.0247ppm,0.22ppm,0.0032ppm,25.9°C,87%
4155,40대,여성,2020-01-15,광주시 서구,28.4㎍/㎥,43.8㎍/㎥,0.0208ppm,0.0453ppm,0.84ppm,0.0031ppm,1.6°C,53%
4157,70대,남성,2020-03-26,울산시 울주군,25.8㎍/㎥,45.6㎍/㎥,0.0276ppm,0.0327ppm,0.53ppm,0.0027ppm,7.7°C,40%
4157,70대,남성,2022-12-28,부산시 서구,18.7㎍/㎥,37.8㎍/㎥,0.015ppm,0.0396ppm,0.4ppm,0.0017ppm,-1.8°C,58%
4158,50대,여성,2021-02-16,부산시 수영구,28.7㎍/㎥,47.5㎍/㎥,0.0182ppm,0.0387ppm,0.54ppm,0.0051ppm,3.9°C,55%
4158,50대,여성,2022-12-27,서울시 중구,18.5㎍/㎥,37.8㎍/㎥,0.0146ppm,0.0123ppm,0.55ppm,0.0037ppm,-3.1°C,53%
4159,70대,여성,2020-10-22,서울시 성북구,16㎍/㎥,34.1㎍/㎥,0.0277ppm,0.0139ppm,0.41ppm,0.0039ppm,13.8°C,60%
4160,30대,남성,2022-01-22,대구시 북구,28.1㎍/㎥,43.3㎍/㎥,0.0148ppm,0.0248ppm,0.81ppm,0.004ppm,-1.4°C,59%
4160,30대,남성,2022-08-10,서울시 광진구,12.4㎍/㎥,19㎍/㎥,0.03ppm,0.0294ppm,0.17ppm,0.0038ppm,25.3°C,77%
4164,30대,남성,2021-05-12,서울시 송파구,20.5㎍/㎥,60.6㎍/㎥,0.0426ppm,0.0258ppm,0.31ppm,0.0023ppm,17.1°C,69%
4164,30대,남성,2022-08-31,인천시 미추홀구,12.7㎍/㎥,18.5㎍/㎥,0.0223ppm,0.0109ppm,0.37ppm,0.0019ppm,26.7°C,82%
4167,70대,여성,2020-01-25,서울시 송파구,29㎍/㎥,42.9㎍/㎥,0.0189ppm,0.0242ppm,0.7ppm,0.0037ppm,2.9°C,58%
4168,70대,여성,2019-02-20,부산시 강서구,33.1㎍/㎥,57.9㎍/㎥,0.0165ppm,0.0282ppm,0.59ppm,0.0064ppm,2.3°C,46%
4168,70대,여성,2021-03-22,대구시 서구,33.7㎍/㎥,67.3㎍/㎥,0.0192ppm,0.0283ppm,0.7ppm,0.0034ppm,8.5°C,62%
4172,40대,여성,2018-11-29,서울시 종로구,29.6㎍/㎥,53㎍/㎥,0.0105ppm,0.054ppm,0.52ppm,0.004ppm,7.5°C,62%
4172,40대,여성,2021-08-08,서울시 강서구,13.4㎍/㎥,21.5㎍/㎥,0.0287ppm,0.007ppm,0.37ppm,0.003ppm,27.2°C,74%
4172,40대,여성,2021-08-27,부산시 연제구,12.2㎍/㎥,22.5㎍/㎥,0.0357ppm,0.0086ppm,0.14ppm,0.0024ppm,27.5°C,74%
4172,40대,여성,2022-06-23,서울시 광진구,12.3㎍/㎥,20.8㎍/㎥,0.0325ppm,0.0235ppm,0.27ppm,0.0017ppm,25.3°C,77%
4172,40대,여성,2023-02-03,부산시 강서구,25.7㎍/㎥,40.7㎍/㎥,0.0262ppm,0.0282ppm,0.69ppm,0.0009ppm,2.8°C,58%
4175,10대,남성,2019-08-05,서울시 중구,15.4㎍/㎥,24.1㎍/㎥,0.0297ppm,0.0207ppm,0.54ppm,0.0031ppm,27.5°C,68%
4175,10대,남성,2019-12-05,인천시 남동구,28.2㎍/㎥,39.4㎍/㎥,0.0125ppm,0.0373ppm,0.65ppm,0.0051ppm,2.6°C,59%
4176,50대,여성,2021-01-27,서울시 도봉구,20.9㎍/㎥,37.3㎍/㎥,0.016ppm,0.0234ppm,0.61ppm,0.0038ppm,-0.7°C,61%
4176,50대,여성,2021-04-16,서울시 강남구,20.9㎍/㎥,41.8㎍/㎥,0.0372ppm,0.0211ppm,0.36ppm,0.0046ppm,15.1°C,60%
4177,30대,남성,2020-07-18,인천시 서구,12.5㎍/㎥,21.5㎍/㎥,0.0327ppm,0.0127ppm,0.5ppm,0.0031ppm,24°C,82%
4178,50대,여성,2019-08-24,인천시 동구,16.1㎍/㎥,24.6㎍/㎥,0.0319ppm,0.0301ppm,0.49ppm,0.0026ppm,26.4°C,71%
4178,50대,여성,2020-04-20,대구시 북구,21.6㎍/㎥,44.5㎍/㎥,0.0351ppm,0.0172ppm,0.36ppm,0.0048ppm,10.6°C,50%
4181,10대,남성,2022-04-15,인천시 동구,20.7㎍/㎥,44.2㎍/㎥,0.0367ppm,0.0326ppm,0.38ppm,0.0019ppm,15.8°C,51%
4182,50대,여성,2021-01-07,세종특별자치시,20.6㎍/㎥,37.2㎍/㎥,0.0166ppm,0.0338ppm,0.71ppm,0.0029ppm,-4°C,56%
4182,50대,여성,2021-05-29,부산시 사상구,20.1㎍/㎥,62.5㎍/㎥,0.034ppm,0.0158ppm,0.46ppm,0.0029ppm,19°C,71%
4182,50대,여성,2021-09-08,광주시 서구,5.8㎍/㎥,13.7㎍/㎥,0.0324ppm,0.0138ppm,0.52ppm,0.0033ppm,23.5°C,70%
4183,30대,남성,2022-10-27,대구시 동구,13.4㎍/㎥,25.8㎍/㎥,0.0204ppm,0.024ppm,0.14ppm,0.0029ppm,14.2°C,72%
4184,80대 이상,여성,2018-12-28,세종특별자치시,28㎍/㎥,51.9㎍/㎥,0.0152ppm,0.0447ppm,0.6ppm,0.0053ppm,7.2°C,56%
4185,60대,남성,2019-10-10,대구시 중구,13.9㎍/㎥,33.8㎍/㎥,0.0208ppm,0.0166ppm,0.55ppm,0.0041ppm,16.8°C,62%
4188,50대,남성,2020-05-25,서울시 양천구,18.1㎍/㎥,35.3㎍/㎥,0.0266ppm,0.0201ppm,0.45ppm,0.0014ppm,18.5°C,69%
4188,50대,남성,2021-03-24,부산시 중구,32.6㎍/㎥,68.1㎍/㎥,0.0339ppm,0.0161ppm,0.67ppm,0.0041ppm,8.8°C,64%
4188,50대,남성,2022-02-01,서울시 강서구,25.3㎍/㎥,40.5㎍/㎥,0.0235ppm,0.0202ppm,0.46ppm,0.0046ppm,-3.4°C,55%
4189,80대 이상,여성,2020-07-22,광주시 광산구,11.6㎍/㎥,23.1㎍/㎥,0.0258ppm,0.0075ppm,0.42ppm,0.0009ppm,23°C,76%
4191,50대,여성,2019-11-15,인천시 강화군,18.8㎍/㎥,40.1㎍/㎥,0.0147ppm,0.061ppm,0.79ppm,0.0049ppm,6.7°C,56%
4192,10대,여성,2019-10-16,서울시 중구,13.5㎍/㎥,32.4㎍/㎥,0.0202ppm,0.0109ppm,0.36ppm,0.0029ppm,18.3°C,65%
4193,60대,남성,2020-02-11,서울시 구로구,25.9㎍/㎥,40.2㎍/㎥,0.0226ppm,0.0277ppm,0.5ppm,0.0053ppm,1.3°C,58%
4193,60대,남성,2021-05-27,광주시 남구,21.8㎍/㎥,59.9㎍/㎥,0.0361ppm,0.0134ppm,0.49ppm,0.0023ppm,17.8°C,70%
4194,60대,여성,2021-10-31,대구시 달서구,13.1㎍/㎥,27.8㎍/㎥,0.0203ppm,0.0258ppm,0.34ppm,0.0035ppm,15.9°C,70%
4195,40대,남성,2021-04-20,대구시 수성구,18.3㎍/㎥,42.7㎍/㎥,0.0394ppm,0.0233ppm,0.57ppm,0.0035ppm,15°C,57%
4196,30대,여성,2021-03-26,서울시 중구,32.3㎍/㎥,67.8㎍/㎥,0.0269ppm,0.0424ppm,0.53ppm,0.0028ppm,9.5°C,63%
4196,30대,여성,2022-06-23,대구시 대덕구,13.6㎍/㎥,20.9㎍/㎥,0.0408ppm,0.0028ppm,0.37ppm,0.0024ppm,22.5°C,71%
4198,70대,남성,2022-04-03,인천시 남동구,20㎍/㎥,44.5㎍/㎥,0.0402ppm,0.0134ppm,0.5ppm,0.0038ppm,15.6°C,55%
4198,70대,남성,2022-07-03,서울시 구로구,17㎍/㎥,25.9㎍/㎥,0.0331ppm,0.0185ppm,0.66ppm,0.0055ppm,29°C,74%
4201,40대,남성,2021-01-08,서울시 마포구,19.5㎍/㎥,38.8㎍/㎥,0.0148ppm,0.0407ppm,0.56ppm,0.0026ppm,-2°C,55%
4201,40대,남성,2022-02-20,세종특별자치시,25.3㎍/㎥,42.4㎍/㎥,0.025ppm,0.0326ppm,0.46ppm,0.0041ppm,-0.7°C,55%
4201,40대,남성,2022-03-09,대구시 군위군,20㎍/㎥,42.4㎍/㎥,0.0306ppm,0.0276ppm,0.44ppm,0.0045ppm,8.8°C,59%
4202,10대,여성,2019-02-25,서울시 성북구,35.9㎍/㎥,57㎍/㎥,0.0213ppm,0.045ppm,0.68ppm,0.0062ppm,0.1°C,50%
4202,10대,여성,2022-03-14,울산시 남구,21.5㎍/㎥,42.6㎍/㎥,0.0282ppm,0.0469ppm,0.23ppm,0.0036ppm,6.3°C,59%
4203,30대,여성,2019-08-23,인천시 미추홀구,16.3㎍/㎥,24.7㎍/㎥,0.0309ppm,0.0279ppm,0.43ppm,0.0042ppm,26.4°C,70%
4204,60대,남성,2022-03-19,대구시 대덕구,21.9㎍/㎥,42.7㎍/㎥,0.0252ppm,0.0252ppm,0.51ppm,0.0037ppm,6.8°C,59%
4205,40대,남성,2019-06-26,부산시 북구,20.9㎍/㎥,30.7㎍/㎥,0.0414ppm,0.0149ppm,0.5ppm,0.0034ppm,21.3°C,59%
4206,70대,여성,2020-07-25,대구시 동구,14.1㎍/㎥,20.7㎍/㎥,0.033ppm,0.0063ppm,0.36ppm,0.002ppm,24.1°C,74%
4206,70대,여성,2021-09-09,대구시 동구,8.3㎍/㎥,14.3㎍/㎥,0.0232ppm,0.0288ppm,0.39ppm,0.0013ppm,21.3°C,73%
4206,70대,여성,2022-04-19,대구시 동구,22.1㎍/㎥,45.8㎍/㎥,0.0459ppm,0.0329ppm,0.37ppm,0.0036ppm,15.2°C,54%
4207,50대,남성,2020-08-07,인천시 서구,16.3㎍/㎥,23.1㎍/㎥,0.0169ppm,0.0198ppm,0.18ppm,0.0036ppm,26.5°C,85%
4207,50대,남성,2020-08-12,부산시 해운대구,14.4㎍/㎥,24.2㎍/㎥,0.0157ppm,0.0071ppm,0.38ppm,0.0032ppm,26.6°C,82%
4207,50대,남성,2022-05-29,인천시 서구,16.4㎍/㎥,31.3㎍/㎥,0.0506ppm,0.0041ppm,0.43ppm,0.0019ppm,19.5°C,55%
4208,60대,남성,2019-07-04,인천시 미추홀구,19.8㎍/㎥,29.5㎍/㎥,0.0286ppm,0.0012ppm,0.59ppm,0.003ppm,25°C,69%
4209,80대 이상,남성,2022-09-19,서울시 광진구,11.8㎍/㎥,22.8㎍/㎥,0.0315ppm,0.0108ppm,0.28ppm,0.0034ppm,22.4°C,68%
4211,30대,여성,2019-03-30,서울시 초구,43.9㎍/㎥,69.9㎍/㎥,0.031ppm,0.0352ppm,0.62ppm,0.0049ppm,4.2°C,52%
4214,20대,여성,2020-08-20,서울시 종로구,15.5㎍/㎥,23.8㎍/㎥,0.013ppm,0.0068ppm,0.24ppm,0.0029ppm,27.2°C,87%
4215,70대,여성,2019-11-11,서울시 성북구,18.6㎍/㎥,40.9㎍/㎥,0.0149ppm,0.0277ppm,0.64ppm,0.0016ppm,7°C,60%
4216,50대,여성,2019-03-31,대구시 동구,45.3㎍/㎥,69.2㎍/㎥,0.0247ppm,0.0229ppm,0.65ppm,0.0039ppm,6.7°C,56%
4217,40대,여성,2019-01-03,서울시 강서구,37.7㎍/㎥,66.6㎍/㎥,0.0117ppm,0.0458ppm,0.74ppm,0.0061ppm,0.1°C,47%
4218,70대,남성,2020-04-22,서울시 강서구,21.7㎍/㎥,46.4㎍/㎥,0.0368ppm,0.0405ppm,0.4ppm,0.0038ppm,11.2°C,53%
4219,50대,여성,2019-03-01,부산시 동구,43.5㎍/㎥,69.2㎍/㎥,0.033ppm,0.0114ppm,0.6ppm,0.0023ppm,7.6°C,47%
4221,70대,남성,2020-02-15,인천시 계양구,29.5㎍/㎥,40.6㎍/㎥,0.0139ppm,0.0365ppm,0.68ppm,0.0029ppm,3.4°C,57%
4222,20대,남성,2020-01-09,부산시 연제구,29.7㎍/㎥,43.7㎍/㎥,0.0186ppm,0.0375ppm,0.83ppm,0.0039ppm,0.5°C,53%
4222,20대,남성,2021-01-27,서울시 동작구,19.7㎍/㎥,38.8㎍/㎥,0.0179ppm,0.0222ppm,0.47ppm,0.0027ppm,-2.1°C,54%
4223,10대,여성,2021-04-17,대구시 유성구,19.3㎍/㎥,42.6㎍/㎥,0.0409ppm,0.0065ppm,0.4ppm,0.0039ppm,14.4°C,52%
4226,20대,여성,2019-05-04,서울시 노원구,29.2㎍/㎥,52.1㎍/㎥,0.0447ppm,0.0275ppm,0.45ppm,0.0052ppm,19.4°C,44%
4226,20대,여성,2019-07-19,대구시 유성구,20.2㎍/㎥,25.2㎍/㎥,0.0332ppm,0.0013ppm,0.5ppm,0.004ppm,25.5°C,69%
4226,20대,여성,2021-03-06,광주시 서구,34.1㎍/㎥,68.2㎍/㎥,0.0254ppm,0.0256ppm,0.5ppm,0.0033ppm,8.6°C,60%
4227,20대,남성,2018-12-11,대구시 군위군,28.5㎍/㎥,52.1㎍/㎥,0.0051ppm,0.0411ppm,0.63ppm,0.0028ppm,5.9°C,54%
4228,10대,여성,2020-12-23,부산시 서구,25㎍/㎥,41.6㎍/㎥,0.0182ppm,0.0624ppm,0.75ppm,0.0031ppm,-0.6°C,64%
4228,10대,여성,2021-03-26,대구시 중구,34㎍/㎥,65.5㎍/㎥,0.0271ppm,0.0172ppm,0.43ppm,0.002ppm,8.4°C,67%
4231,20대,여성,2020-08-24,인천시 옹진군,15.7㎍/㎥,24㎍/㎥,0.019ppm,0.0167ppm,0.16ppm,0.0033ppm,25.3°C,91%
4231,20대,여성,2021-12-15,대구시 유성구,23.1㎍/㎥,39.1㎍/㎥,0.0171ppm,0.04ppm,0.48ppm,0.0043ppm,-0.2°C,55%
4237,40대,남성,2022-10-05,광주시 북구,12㎍/㎥,26.5㎍/㎥,0.0263ppm,0.0232ppm,0.34ppm,0.002ppm,12.9°C,66%
4240,70대,남성,2022-09-10,부산시 사하구,11.6㎍/㎥,22.2㎍/㎥,0.0267ppm,0.0139ppm,0.42ppm,0.0026ppm,25.3°C,66%
4241,50대,여성,2021-04-20,부산시 동구,20.9㎍/㎥,41.7㎍/㎥,0.0352ppm,0.0304ppm,0.42ppm,0.0021ppm,14.1°C,61%
4243,20대,여성,2021-03-25,부산시 사하구,33.1㎍/㎥,67.9㎍/㎥,0.0218ppm,0.0452ppm,0.54ppm,0.0024ppm,7.8°C,58%
4243,20대,여성,2021-12-29,서울시 양천구,21.8㎍/㎥,37.6㎍/㎥,0.0127ppm,0.0398ppm,0.68ppm,0.0028ppm,-0.2°C,63%
4244,50대,여성,2020-12-18,서울시 노원구,27.4㎍/㎥,40.6㎍/㎥,0.0132ppm,0.0157ppm,0.52ppm,0.002ppm,-1.1°C,59%
4245,50대,여성,2021-10-07,부산시 해운대구,11㎍/㎥,27.1㎍/㎥,0.0235ppm,0.0168ppm,0.58ppm,0.0015ppm,15.8°C,72%
4246,70대,여성,2022-02-13,대구시 서구,24.6㎍/㎥,39.1㎍/㎥,0.0264ppm,0.0439ppm,0.46ppm,0.0015ppm,-1.8°C,56%
4247,30대,여성,2020-01-13,울산시 북구,30.2㎍/㎥,43.3㎍/㎥,0.0082ppm,0.0498ppm,0.52ppm,0.0049ppm,0.3°C,58%
4247,30대,여성,2020-03-08,부산시 사상구,22.6㎍/㎥,44.9㎍/㎥,0.0335ppm,0.0152ppm,0.42ppm,0.0027ppm,7.5°C,45%
4247,30대,여성,2020-09-10,서울시 노원구,10.6㎍/㎥,18.2㎍/㎥,0.0301ppm,0.0146ppm,0.38ppm,0.0023ppm,21°C,75%
4247,30대,여성,2022-10-07,대구시 서구,14.9㎍/㎥,24㎍/㎥,0.0215ppm,0.035ppm,0.42ppm,0.0024ppm,14.1°C,73%
4248,50대,여성,2020-06-27,대구시 동구,21.6㎍/㎥,35.8㎍/㎥,0.0445ppm,0.0164ppm,0.37ppm,0.0038ppm,23.8°C,68%
4248,50대,여성,2023-02-16,광주시 서구,27㎍/㎥,39.6㎍/㎥,0.0268ppm,0.0448ppm,0.45ppm,0.0027ppm,3.2°C,60%
4249,20대,남성,2019-11-11,부산시 사상구,17.9㎍/㎥,41.3㎍/㎥,0.0156ppm,0.0423ppm,0.52ppm,0.0032ppm,7.8°C,54%
4252,30대,여성,2018-12-10,인천시 강화군,27.9㎍/㎥,52.6㎍/㎥,0.0109ppm,0.0413ppm,0.65ppm,0.0045ppm,8.5°C,59%
4252,30대,여성,2020-09-11,서울시 관악구,12㎍/㎥,20.5㎍/㎥,0.0203ppm,0.0309ppm,0.36ppm,0.004ppm,20.3°C,73%
4252,30대,여성,2021-12-12,광주시 광산구,21.9㎍/㎥,38.7㎍/㎥,0.016ppm,0.0311ppm,0.56ppm,0.0032ppm,-0.2°C,63%
4252,30대,여성,2022-04-19,서울시 중구,22.8㎍/㎥,44.6㎍/㎥,0.0426ppm,0.0085ppm,0.38ppm,0.0023ppm,14.7°C,53%
4254,70대,남성,2020-01-27,인천시 옹진군,31.6㎍/㎥,43㎍/㎥,0.0194ppm,0.0295ppm,0.71ppm,0.0047ppm,3.6°C,51%
4255,40대,남성,2019-07-01,인천시 부평구,18.9㎍/㎥,25.9㎍/㎥,0.0315ppm,0.0189ppm,0.33ppm,0.0032ppm,26.7°C,69%
4256,10대,남성,2020-09-01,부산시 수영구,9㎍/㎥,19.6㎍/㎥,0.0257ppm,0.014ppm,0.39ppm,0.0029ppm,23.5°C,68%
4256,10대,남성,2020-10-23,대구시 대덕구,16.9㎍/㎥,33.2㎍/㎥,0.0273ppm,0.0169ppm,0.43ppm,0.0029ppm,14.7°C,61%
4256,10대,남성,2022-09-29,대구시 수성구,10㎍/㎥,21.1㎍/㎥,0.0299ppm,0.0071ppm,0.2ppm,0.0012ppm,21.6°C,64%
4258,30대,남성,2021-03-24,대구시 북구,33.7㎍/㎥,67.9㎍/㎥,0.0259ppm,0.041ppm,0.52ppm,0.0038ppm,10.7°C,63%
4261,40대,남성,2019-01-12,서울시 광진구,39.5㎍/㎥,64.4㎍/㎥,0.0162ppm,0.0515ppm,0.66ppm,0.0051ppm,-0.6°C,42%
4261,40대,남성,2021-10-20,대구시 수성구,12.9㎍/㎥,28.1㎍/㎥,0.0223ppm,0.0398ppm,0.4ppm,0.0027ppm,15.5°C,76%
4261,40대,남성,2021-12-23,서울시 금천구,22.4㎍/㎥,38㎍/㎥,0.0185ppm,0.0367ppm,0.51ppm,0.0034ppm,-1.2°C,59%
4262,30대,남성,2021-01-22,대구시 유성구,21.7㎍/㎥,38㎍/㎥,0.0175ppm,0.0381ppm,0.58ppm,0.0021ppm,-1.5°C,59%
4262,30대,남성,2022-05-19,대구시 달성군,16.9㎍/㎥,33.7㎍/㎥,0.0502ppm,0.0071ppm,0.33ppm,0.0039ppm,18.4°C,53%
4265,50대,남성,2020-09-19,인천시 미추홀구,9.4㎍/㎥,18.2㎍/㎥,0.0225ppm,0.0125ppm,0.46ppm,0.0018ppm,21.8°C,72%
4267,50대,남성,2019-02-11,부산시 금정구,34.6㎍/㎥,57.5㎍/㎥,0.021ppm,0.033ppm,0.72ppm,0.0056ppm,-0.5°C,51%
4267,50대,남성,2020-06-06,세종특별자치시,19.3㎍/㎥,36.3㎍/㎥,0.0424ppm,0.0175ppm,0.58ppm,0.0043ppm,23.2°C,69%
4268,60대,여성,2019-01-20,부산시 수영구,37.7㎍/㎥,69.4㎍/㎥,0.0142ppm,0.0407ppm,0.65ppm,0.0045ppm,-0.1°C,42%
4269,10대,남성,2020-01-27,인천시 옹진군,30.2㎍/㎥,43.8㎍/㎥,0.0124ppm,0.0297ppm,0.59ppm,0.0051ppm,2°C,51%
4275,40대,여성,2019-01-03,서울시 금천구,38.3㎍/㎥,67.7㎍/㎥,0.0145ppm,0.0491ppm,0.87ppm,0.0048ppm,1.1°C,47%
4276,60대,여성,2022-08-23,대구시 북구,10.3㎍/㎥,21.3㎍/㎥,0.0327ppm,0.0279ppm,0.31ppm,0.0005ppm,25.4°C,77%
4277,60대,여성,2020-08-16,서울시 초구,14.6㎍/㎥,23.9㎍/㎥,0.0191ppm,0.0167ppm,0.37ppm,0.0025ppm,27°C,85%
4277,60대,여성,2022-09-25,대구시 북구,8.4㎍/㎥,22.3㎍/㎥,0.0351ppm,0.0144ppm,0.42ppm,0.0025ppm,24.1°C,74%
4278,30대,남성,2019-09-21,인천시 강화군,11.8㎍/㎥,20.6㎍/㎥,0.0249ppm,0.0366ppm,0.26ppm,0.0035ppm,23.2°C,65%
4278,30대,남성,2021-10-23,부산시 중구,13㎍/㎥,27.2㎍/㎥,0.0243ppm,0.0381ppm,0.41ppm,0.005ppm,15.2°C,65%
4279,50대,남성,2021-12-11,부산시 중구,23.4㎍/㎥,37.9㎍/㎥,0.0068ppm,0.0385ppm,0.84ppm,0.0033ppm,1°C,67%
4280,20대,남성,2023-03-05,인천시 서구,21.4㎍/㎥,42㎍/㎥,0.0327ppm,0.0164ppm,0.41ppm,0.0012ppm,9.2°C,50%
4281,80대 이상,여성,2021-12-02,서울시 도봉구,23.7㎍/㎥,38.9㎍/㎥,0.0176ppm,0.0405ppm,0.6ppm,0.0028ppm,1.3°C,61%
4283,50대,여성,2020-03-28,부산시 사하구,23.7㎍/㎥,44.1㎍/㎥,0.0259ppm,0.0431ppm,0.33ppm,0.0063ppm,7.8°C,48%
4283,50대,여성,2020-12-10,서울시 강남구,26.8㎍/㎥,42.4㎍/㎥,0.0149ppm,0.0383ppm,0.61ppm,0.0045ppm,0.7°C,59%
4283,50대,여성,2022-12-12,서울시 중구,19.6㎍/㎥,36.1㎍/㎥,0.017ppm,0.0253ppm,0.58ppm,0.0021ppm,-1.8°C,65%
4286,50대,여성,2020-01-12,부산시 동구,28.2㎍/㎥,44.9㎍/㎥,0.0091ppm,0.0143ppm,0.87ppm,0.0046ppm,0.9°C,53%
4288,60대,남성,2021-11-29,서울시 중구,26.8㎍/㎥,46.2㎍/㎥,0.0159ppm,0.0272ppm,0.47ppm,0.0037ppm,8.7°C,66%
4290,60대,남성,2021-01-25,서울시 마포구,22.2㎍/㎥,38.9㎍/㎥,0.0163ppm,0.0528ppm,0.54ppm,0.0046ppm,-3.2°C,61%
4291,50대,여성,2019-04-17,서울시 마포구,20.2㎍/㎥,40.3㎍/㎥,0.0312ppm,0.029ppm,0.38ppm,0.0042ppm,10.3°C,52%
4293,10대,여성,2020-02-01,서울시 은평구,26.7㎍/㎥,41.7㎍/㎥,0.0174ppm,0.0186ppm,0.53ppm,0.0031ppm,1.6°C,60%
4294,10대,남성,2019-01-12,서울시 관악구,35.3㎍/㎥,64.3㎍/㎥,0.0092ppm,0.0372ppm,0.69ppm,0.0042ppm,-1.9°C,44%
4294,10대,남성,2022-08-22,서울시 송파구,12.5㎍/㎥,20.8㎍/㎥,0.0309ppm,0.0186ppm,0.39ppm,0.0025ppm,26°C,75%
4296,60대,여성,2020-07-14,대구시 동구,12.3㎍/㎥,20.1㎍/㎥,0.0306ppm,0.0089ppm,0.25ppm,0.0039ppm,24.2°C,74%
4297,30대,여성,2020-12-20,대구시 달서구,25.8㎍/㎥,41.2㎍/㎥,0.0128ppm,0.0282ppm,0.52ppm,0.0043ppm,0.1°C,51%
4297,30대,여성,2021-11-09,대구시 중구,27.5㎍/㎥,44.8㎍/㎥,0.0175ppm,0.0357ppm,0.57ppm,0.0032ppm,8.5°C,66%
4299,60대,여성,2023-03-10,부산시 수영구,22㎍/㎥,41.5㎍/㎥,0.0268ppm,0.0279ppm,0.47ppm,0.0028ppm,9.9°C,54%
